record_type,id,name,start_date,end_date,duration,status,project_id,is_critical,dependency_type,resource_type,role,skill_level,quantity,task_id,resource_id
TASK,40,Analyse authentication module #40,,,3,on_hold,3,,,,,,,,
TASK,41,Deploy notification service #41,,,20,on_hold,3,,,,,,,,
TASK,42,Monitor notification service #42,,,28,on_hold,3,,,,,,,,
TASK,43,Analyse user profile #43,,,29,on_hold,4,,,,,,,,
TASK,44,Implement admin panel #44,,,3,in_progress,4,,,,,,,,
TASK,45,Audit frontend layout #45,,,8,pending,4,,,,,,,,
TASK,46,Design payment flow #46,,,21,pending,4,,,,,,,,
TASK,47,Optimise frontend layout #47,,,29,pending,4,,,,,,,,
MILESTONE,48,Milestone_48,,,1,completed,4,False,,,,,,,
TASK,49,Test CI/CD pipeline #49,,,17,on_hold,4,,,,,,,,
TASK,50,Validate authentication module #50,,,6,in_progress,4,,,,,,,,
MILESTONE,51,Milestone_51,,,4,in_progress,4,False,,,,,,,
TASK,52,Test CI/CD pipeline #52,,,15,completed,4,,,,,,,,
TASK,53,Analyse DB schema #53,,,29,on_hold,4,,,,,,,,
TASK,54,Analyse reporting module #54,,,6,pending,4,,,,,,,,
TASK,55,Refactor admin panel #55,,,10,on_hold,4,,,,,,,,
TASK,56,Integrate email service #56,,,10,in_progress,4,,,,,,,,
TASK,57,Monitor search index #57,,,4,in_progress,5,,,,,,,,
TASK,58,Refactor admin panel #58,,,10,completed,5,,,,,,,,
MILESTONE,59,Milestone_59,,,4,completed,5,True,,,,,,,
TASK,60,Analyse payment flow #60,,,24,pending,5,,,,,,,,
TASK,61,Optimise search index #61,,,27,completed,5,,,,,,,,
TASK,62,Review admin panel #62,,,26,completed,5,,,,,,,,
DEPENDENCY,63,Dependency_63,,,4,completed,5,,start_to_start,,,,,,
TASK,64,Audit data export #64,,,21,pending,5,,,,,,,,
TASK,65,Integrate DB schema #65,,,19,completed,5,,,,,,,,
TASK,66,Design logging system #66,,,10,completed,5,,,,,,,,
TASK,67,Test CI/CD pipeline #67,,,5,completed,5,,,,,,,,
TASK,68,Audit frontend layout #68,,,27,in_progress,5,,,,,,,,
TASK,69,Monitor search index #69,,,26,completed,5,,,,,,,,
TASK,70,Refactor payment flow #70,,,4,on_hold,5,,,,,,,,
TASK,71,Test payment flow #71,,,8,on_hold,6,,,,,,,,
TASK,72,Validate reporting module #72,,,12,pending,6,,,,,,,,
TASK,73,Implement frontend layout #73,,,18,pending,6,,,,,,,,
TASK,74,Analyse user profile #74,,,22,completed,6,,,,,,,,
TASK,75,Monitor data export #75,,,12,pending,6,,,,,,,,
TASK,76,Integrate DB schema #76,,,20,completed,6,,,,,,,,
TASK,77,Review data export #77,,,3,on_hold,6,,,,,,,,
TASK,78,Deploy data export #78,,,14,pending,6,,,,,,,,
DEPENDENCY,79,Dependency_79,,,1,completed,6,,start_to_finish,,,,,,
MILESTONE,80,Milestone_80,,,2,in_progress,6,False,,,,,,,
TASK,81,Analyse user profile #81,,,23,on_hold,6,,,,,,,,
TASK,82,Optimise authentication module #82,,,29,on_hold,6,,,,,,,,
TASK,83,Monitor search index #83,,,20,on_hold,6,,,,,,,,
TASK,84,Deploy DB schema #84,,,23,completed,6,,,,,,,,
DEPENDENCY,85,Dependency_85,,,8,in_progress,7,,finish_to_finish,,,,,,
MILESTONE,86,Milestone_86,,,3,completed,7,True,,,,,,,
TASK,87,Review REST API #87,,,28,on_hold,7,,,,,,,,
MILESTONE,88,Milestone_88,,,2,pending,7,True,,,,,,,
TASK,89,Review authentication module #89,,,26,in_progress,7,,,,,,,,
MILESTONE,90,Milestone_90,,,5,in_progress,7,True,,,,,,,
TASK,91,Review notification service #91,,,25,in_progress,7,,,,,,,,
TASK,92,Configure DB schema #92,,,9,in_progress,7,,,,,,,,
TASK,93,Migrate frontend layout #93,,,26,in_progress,7,,,,,,,,
MILESTONE,94,Milestone_94,,,1,in_progress,7,True,,,,,,,
TASK,95,Validate CI/CD pipeline #95,,,19,completed,7,,,,,,,,
MILESTONE,96,Milestone_96,,,3,pending,7,True,,,,,,,
TASK,97,Migrate REST API #97,,,24,pending,7,,,,,,,,
TASK,98,Validate notification service #98,,,17,pending,7,,,,,,,,
TASK,99,Review admin panel #99,,,2,completed,8,,,,,,,,
TASK,100,Implement DB schema #100,,,16,on_hold,8,,,,,,,,
TASK,101,Design search index #101,,,23,on_hold,8,,,,,,,,
MILESTONE,102,Milestone_102,,,1,completed,8,True,,,,,,,
MILESTONE,103,Milestone_103,,,3,completed,8,False,,,,,,,
TASK,104,Migrate frontend layout #104,,,15,on_hold,8,,,,,,,,
MILESTONE,105,Milestone_105,,,1,in_progress,8,False,,,,,,,
TASK,106,Review cache layer #106,,,11,on_hold,8,,,,,,,,
TASK,107,Optimise REST API #107,,,11,on_hold,8,,,,,,,,
TASK,108,Deploy notification service #108,,,5,on_hold,8,,,,,,,,
MILESTONE,109,Milestone_109,,,1,pending,8,False,,,,,,,
MILESTONE,110,Milestone_110,,,3,in_progress,8,True,,,,,,,
TASK,111,Migrate reporting module #111,,,11,pending,8,,,,,,,,
TASK,112,Monitor data export #112,,,25,on_hold,8,,,,,,,,
TASK,113,Optimise DB schema #113,,,10,completed,9,,,,,,,,
TASK,114,Configure reporting module #114,,,7,in_progress,9,,,,,,,,
TASK,115,Review email service #115,,,4,completed,9,,,,,,,,
TASK,116,Refactor REST API #116,,,25,completed,9,,,,,,,,
TASK,117,Validate cache layer #117,,,28,pending,9,,,,,,,,
TASK,118,Analyse email service #118,,,23,completed,9,,,,,,,,
MILESTONE,119,Milestone_119,,,3,completed,9,False,,,,,,,
TASK,120,Test email service #120,,,5,on_hold,9,,,,,,,,
MILESTONE,121,Milestone_121,,,1,pending,9,True,,,,,,,
TASK,122,Integrate notification service #122,,,6,completed,9,,,,,,,,
TASK,123,Refactor payment flow #123,,,19,pending,9,,,,,,,,
TASK,124,Test authentication module #124,,,25,pending,9,,,,,,,,
TASK,125,Deploy search index #125,,,22,on_hold,9,,,,,,,,
TASK,126,Integrate cache layer #126,,,9,in_progress,9,,,,,,,,
TASK,127,Design notification service #127,,,14,pending,10,,,,,,,,
TASK,128,Analyse admin panel #128,,,16,completed,10,,,,,,,,
MILESTONE,129,Milestone_129,,,4,pending,10,True,,,,,,,
DEPENDENCY,130,Dependency_130,,,4,in_progress,10,,finish_to_finish,,,,,,
TASK,131,Design DB schema #131,,,16,on_hold,10,,,,,,,,
DEPENDENCY,132,Dependency_132,,,7,in_progress,10,,finish_to_finish,,,,,,
MILESTONE,133,Milestone_133,,,1,on_hold,10,True,,,,,,,
TASK,134,Design email service #134,,,11,on_hold,10,,,,,,,,
TASK,135,Optimise data export #135,,,14,completed,10,,,,,,,,
MILESTONE,136,Milestone_136,,,1,completed,10,True,,,,,,,
TASK,137,Configure search index #137,,,27,completed,10,,,,,,,,
MILESTONE,138,Milestone_138,,,1,in_progress,10,False,,,,,,,
TASK,139,Migrate REST API #139,,,13,completed,10,,,,,,,,
TASK,140,Review notification service #140,,,25,in_progress,10,,,,,,,,
MILESTONE,141,Milestone_141,,,1,in_progress,11,False,,,,,,,
TASK,142,Monitor data export #142,,,27,in_progress,11,,,,,,,,
TASK,143,Test frontend layout #143,,,7,in_progress,11,,,,,,,,
TASK,144,Validate payment flow #144,,,21,pending,11,,,,,,,,
DEPENDENCY,145,Dependency_145,,,8,on_hold,11,,start_to_finish,,,,,,
TASK,146,Audit admin panel #146,,,21,completed,11,,,,,,,,
TASK,147,Analyse notification service #147,,,5,on_hold,11,,,,,,,,
MILESTONE,148,Milestone_148,,,4,completed,11,False,,,,,,,
TASK,149,Refactor reporting module #149,,,3,completed,11,,,,,,,,
TASK,150,Implement DB schema #150,,,12,completed,11,,,,,,,,
MILESTONE,151,Milestone_151,,,1,on_hold,11,False,,,,,,,
TASK,152,Validate user profile #152,,,29,pending,11,,,,,,,,
TASK,153,Validate admin panel #153,,,21,in_progress,11,,,,,,,,
TASK,154,Integrate reporting module #154,,,5,pending,11,,,,,,,,
TASK,155,Validate logging system #155,,,27,completed,12,,,,,,,,
TASK,156,Design reporting module #156,,,21,in_progress,12,,,,,,,,
MILESTONE,157,Milestone_157,,,4,on_hold,12,True,,,,,,,
TASK,158,Audit frontend layout #158,,,13,on_hold,12,,,,,,,,
TASK,159,Analyse admin panel #159,,,2,completed,12,,,,,,,,
MILESTONE,160,Milestone_160,,,1,on_hold,12,False,,,,,,,
TASK,161,Monitor data export #161,,,30,in_progress,12,,,,,,,,
TASK,162,Configure data export #162,,,5,completed,12,,,,,,,,
TASK,163,Analyse user profile #163,,,22,on_hold,12,,,,,,,,
DEPENDENCY,164,Dependency_164,,,2,completed,12,,start_to_finish,,,,,,
TASK,165,Refactor email service #165,,,5,pending,12,,,,,,,,
TASK,166,Document reporting module #166,,,12,pending,12,,,,,,,,
TASK,167,Test CI/CD pipeline #167,,,11,on_hold,12,,,,,,,,
DEPENDENCY,168,Dependency_168,,,3,in_progress,12,,finish_to_start,,,,,,
TASK,169,Validate REST API #169,,,17,pending,13,,,,,,,,
TASK,170,Audit payment flow #170,,,20,in_progress,13,,,,,,,,
TASK,171,Test authentication module #171,,,6,in_progress,13,,,,,,,,
TASK,172,Implement cache layer #172,,,12,in_progress,13,,,,,,,,
TASK,173,Configure frontend layout #173,,,25,on_hold,13,,,,,,,,
TASK,174,Review frontend layout #174,,,26,on_hold,13,,,,,,,,
TASK,175,Review notification service #175,,,22,on_hold,13,,,,,,,,
TASK,176,Deploy payment flow #176,,,13,on_hold,13,,,,,,,,
TASK,177,Monitor CI/CD pipeline #177,,,26,in_progress,13,,,,,,,,
TASK,178,Implement data export #178,,,16,completed,13,,,,,,,,
TASK,179,Design user profile #179,,,28,pending,13,,,,,,,,
TASK,180,Validate authentication module #180,,,9,on_hold,13,,,,,,,,
TASK,181,Test email service #181,,,14,pending,13,,,,,,,,
TASK,182,Review email service #182,,,15,completed,13,,,,,,,,
TASK,183,Document DB schema #183,,,13,completed,14,,,,,,,,
TASK,184,Design notification service #184,,,8,pending,14,,,,,,,,
TASK,185,Design email service #185,,,23,completed,14,,,,,,,,
TASK,186,Test DB schema #186,,,10,on_hold,14,,,,,,,,
TASK,187,Test payment flow #187,,,23,on_hold,14,,,,,,,,
TASK,188,Implement logging system #188,,,3,pending,14,,,,,,,,
TASK,189,Monitor authentication module #189,,,18,on_hold,14,,,,,,,,
MILESTONE,190,Milestone_190,,,3,in_progress,14,False,,,,,,,
DEPENDENCY,191,Dependency_191,,,4,on_hold,14,,start_to_finish,,,,,,
MILESTONE,192,Milestone_192,,,4,pending,14,True,,,,,,,
TASK,193,Deploy cache layer #193,,,1,completed,14,,,,,,,,
TASK,194,Document authentication module #194,,,22,pending,14,,,,,,,,
TASK,195,Refactor REST API #195,,,17,pending,14,,,,,,,,
TASK,196,Integrate DB schema #196,,,21,on_hold,14,,,,,,,,
TASK,197,Deploy user profile #197,,,1,completed,15,,,,,,,,
TASK,198,Refactor CI/CD pipeline #198,,,24,pending,15,,,,,,,,
TASK,199,Optimise payment flow #199,,,11,in_progress,15,,,,,,,,
MILESTONE,200,Milestone_200,,,5,completed,15,True,,,,,,,
TASK,201,Analyse search index #201,,,23,on_hold,15,,,,,,,,
TASK,202,Validate authentication module #202,,,3,on_hold,15,,,,,,,,
MILESTONE,203,Milestone_203,,,2,pending,15,True,,,,,,,
TASK,204,Refactor logging system #204,,,10,on_hold,15,,,,,,,,
TASK,205,Migrate search index #205,,,9,pending,15,,,,,,,,
TASK,206,Review frontend layout #206,,,12,pending,15,,,,,,,,
TASK,207,Refactor frontend layout #207,,,4,completed,15,,,,,,,,
TASK,208,Document user profile #208,,,15,on_hold,15,,,,,,,,
TASK,209,Test search index #209,,,23,on_hold,15,,,,,,,,
TASK,210,Validate reporting module #210,,,9,pending,15,,,,,,,,
TASK,211,Design cache layer #211,,,20,in_progress,16,,,,,,,,
TASK,212,Refactor REST API #212,,,3,completed,16,,,,,,,,
TASK,213,Deploy search index #213,,,20,on_hold,16,,,,,,,,
DEPENDENCY,214,Dependency_214,,,8,completed,16,,start_to_finish,,,,,,
MILESTONE,215,Milestone_215,,,3,on_hold,16,False,,,,,,,
TASK,216,Validate DB schema #216,,,3,on_hold,16,,,,,,,,
TASK,217,Validate user profile #217,,,22,in_progress,16,,,,,,,,
TASK,218,Test email service #218,,,20,on_hold,16,,,,,,,,
MILESTONE,219,Milestone_219,,,1,in_progress,16,False,,,,,,,
TASK,220,Configure DB schema #220,,,20,in_progress,16,,,,,,,,
TASK,221,Refactor notification service #221,,,15,pending,16,,,,,,,,
TASK,222,Migrate notification service #222,,,13,completed,16,,,,,,,,
TASK,223,Review REST API #223,,,1,in_progress,16,,,,,,,,
TASK,224,Document logging system #224,,,18,pending,16,,,,,,,,
TASK,225,Deploy user profile #225,,,15,in_progress,17,,,,,,,,
TASK,226,Deploy user profile #226,,,30,on_hold,17,,,,,,,,
DEPENDENCY,227,Dependency_227,,,3,pending,17,,start_to_finish,,,,,,
DEPENDENCY,228,Dependency_228,,,8,pending,17,,finish_to_finish,,,,,,
TASK,229,Optimise REST API #229,,,18,completed,17,,,,,,,,
TASK,230,Monitor authentication module #230,,,23,in_progress,17,,,,,,,,
TASK,231,Migrate CI/CD pipeline #231,,,4,in_progress,17,,,,,,,,
TASK,232,Review payment flow #232,,,16,pending,17,,,,,,,,
TASK,233,Configure notification service #233,,,15,in_progress,17,,,,,,,,
TASK,234,Design REST API #234,,,10,on_hold,17,,,,,,,,
TASK,235,Optimise search index #235,,,17,on_hold,17,,,,,,,,
TASK,236,Monitor admin panel #236,,,3,in_progress,17,,,,,,,,
TASK,237,Analyse REST API #237,,,15,on_hold,17,,,,,,,,
TASK,238,Refactor authentication module #238,,,29,in_progress,17,,,,,,,,
TASK,239,Test cache layer #239,,,17,pending,18,,,,,,,,
TASK,240,Migrate authentication module #240,,,10,in_progress,18,,,,,,,,
DEPENDENCY,241,Dependency_241,,,4,completed,18,,finish_to_finish,,,,,,
TASK,242,Deploy CI/CD pipeline #242,,,21,completed,18,,,,,,,,
DEPENDENCY,243,Dependency_243,,,5,pending,18,,start_to_start,,,,,,
TASK,244,Configure authentication module #244,,,6,completed,18,,,,,,,,
TASK,245,Configure DB schema #245,,,27,pending,18,,,,,,,,
MILESTONE,246,Milestone_246,,,5,completed,18,True,,,,,,,
TASK,247,Document admin panel #247,,,21,pending,18,,,,,,,,
TASK,248,Analyse reporting module #248,,,10,completed,18,,,,,,,,
TASK,249,Validate payment flow #249,,,22,on_hold,18,,,,,,,,
TASK,250,Design user profile #250,,,2,in_progress,18,,,,,,,,
TASK,251,Integrate search index #251,,,7,completed,18,,,,,,,,
TASK,252,Refactor email service #252,,,23,completed,18,,,,,,,,
TASK,253,Monitor notification service #253,,,13,in_progress,19,,,,,,,,
TASK,254,Migrate reporting module #254,,,4,completed,19,,,,,,,,
TASK,255,Design frontend layout #255,,,15,in_progress,19,,,,,,,,
DEPENDENCY,256,Dependency_256,,,1,completed,19,,start_to_finish,,,,,,
TASK,257,Document CI/CD pipeline #257,,,28,in_progress,19,,,,,,,,
TASK,258,Audit admin panel #258,,,24,completed,19,,,,,,,,
DEPENDENCY,259,Dependency_259,,,3,on_hold,19,,start_to_finish,,,,,,
TASK,260,Deploy search index #260,,,1,pending,19,,,,,,,,
TASK,261,Migrate search index #261,,,8,in_progress,19,,,,,,,,
TASK,262,Implement DB schema #262,,,10,on_hold,19,,,,,,,,
TASK,263,Monitor data export #263,,,22,on_hold,19,,,,,,,,
TASK,264,Implement email service #264,,,4,on_hold,19,,,,,,,,
DEPENDENCY,265,Dependency_265,,,5,completed,19,,start_to_finish,,,,,,
TASK,266,Document DB schema #266,,,19,in_progress,19,,,,,,,,
TASK,267,Deploy REST API #267,,,13,on_hold,20,,,,,,,,
TASK,268,Deploy email service #268,,,20,pending,20,,,,,,,,
DEPENDENCY,269,Dependency_269,,,2,on_hold,20,,finish_to_finish,,,,,,
TASK,270,Refactor reporting module #270,,,12,in_progress,20,,,,,,,,
DEPENDENCY,271,Dependency_271,,,9,on_hold,20,,finish_to_start,,,,,,
MILESTONE,272,Milestone_272,,,2,completed,20,False,,,,,,,
TASK,273,Test admin panel #273,,,29,in_progress,20,,,,,,,,
TASK,274,Configure notification service #274,,,6,on_hold,20,,,,,,,,
TASK,275,Optimise email service #275,,,10,completed,20,,,,,,,,
TASK,276,Migrate reporting module #276,,,16,completed,20,,,,,,,,
TASK,277,Implement notification service #277,,,11,pending,20,,,,,,,,
TASK,278,Configure frontend layout #278,,,26,pending,20,,,,,,,,
TASK,279,Deploy data export #279,,,26,in_progress,20,,,,,,,,
TASK,280,Configure search index #280,,,6,on_hold,20,,,,,,,,
DEPENDENCY,281,Dependency_281,,,4,pending,21,,finish_to_start,,,,,,
DEPENDENCY,282,Dependency_282,,,8,completed,21,,start_to_finish,,,,,,
DEPENDENCY,283,Dependency_283,,,4,on_hold,21,,start_to_finish,,,,,,
TASK,284,Optimise user profile #284,,,2,in_progress,21,,,,,,,,
TASK,285,Migrate notification service #285,,,22,on_hold,21,,,,,,,,
TASK,286,Refactor authentication module #286,,,15,completed,21,,,,,,,,
TASK,287,Analyse payment flow #287,,,28,completed,21,,,,,,,,
TASK,288,Review CI/CD pipeline #288,,,9,completed,21,,,,,,,,
TASK,289,Deploy payment flow #289,,,10,in_progress,21,,,,,,,,
TASK,290,Integrate notification service #290,,,16,completed,21,,,,,,,,
TASK,291,Audit payment flow #291,,,24,completed,21,,,,,,,,
TASK,292,Configure data export #292,,,18,on_hold,21,,,,,,,,
TASK,293,Document email service #293,,,12,in_progress,21,,,,,,,,
TASK,294,Deploy user profile #294,,,3,completed,21,,,,,,,,
TASK,295,Analyse frontend layout #295,,,24,on_hold,22,,,,,,,,
DEPENDENCY,296,Dependency_296,,,9,completed,22,,finish_to_finish,,,,,,
DEPENDENCY,297,Dependency_297,,,10,in_progress,22,,start_to_start,,,,,,
MILESTONE,298,Milestone_298,,,5,in_progress,22,True,,,,,,,
MILESTONE,299,Milestone_299,,,4,completed,22,False,,,,,,,
MILESTONE,300,Milestone_300,,,2,pending,22,True,,,,,,,
TASK,301,Audit logging system #301,,,29,on_hold,22,,,,,,,,
TASK,302,Review payment flow #302,,,10,completed,22,,,,,,,,
TASK,303,Implement logging system #303,,,25,pending,22,,,,,,,,
TASK,304,Review reporting module #304,,,24,pending,22,,,,,,,,
TASK,305,Test cache layer #305,,,29,in_progress,22,,,,,,,,
TASK,306,Implement email service #306,,,13,on_hold,22,,,,,,,,
DEPENDENCY,307,Dependency_307,,,5,pending,22,,finish_to_start,,,,,,
TASK,308,Configure REST API #308,,,30,completed,22,,,,,,,,
TASK,309,Analyse reporting module #309,,,17,on_hold,23,,,,,,,,
TASK,310,Test email service #310,,,17,on_hold,23,,,,,,,,
TASK,311,Validate REST API #311,,,11,in_progress,23,,,,,,,,
TASK,312,Analyse frontend layout #312,,,23,in_progress,23,,,,,,,,
MILESTONE,313,Milestone_313,,,3,completed,23,True,,,,,,,
DEPENDENCY,314,Dependency_314,,,7,on_hold,23,,finish_to_finish,,,,,,
MILESTONE,315,Milestone_315,,,1,in_progress,23,True,,,,,,,
TASK,316,Audit CI/CD pipeline #316,,,1,completed,23,,,,,,,,
TASK,317,Integrate payment flow #317,,,9,completed,23,,,,,,,,
TASK,318,Optimise admin panel #318,,,1,completed,23,,,,,,,,
TASK,319,Optimise CI/CD pipeline #319,,,2,pending,23,,,,,,,,
TASK,320,Test cache layer #320,,,22,completed,23,,,,,,,,
TASK,321,Analyse logging system #321,,,10,completed,23,,,,,,,,
TASK,322,Review authentication module #322,,,16,in_progress,23,,,,,,,,
TASK,323,Configure notification service #323,,,14,on_hold,24,,,,,,,,
TASK,324,Validate data export #324,,,27,in_progress,24,,,,,,,,
TASK,325,Analyse payment flow #325,,,20,pending,24,,,,,,,,
TASK,326,Migrate user profile #326,,,12,pending,24,,,,,,,,
TASK,327,Design DB schema #327,,,27,in_progress,24,,,,,,,,
TASK,328,Test authentication module #328,,,11,on_hold,24,,,,,,,,
MILESTONE,329,Milestone_329,,,2,on_hold,24,True,,,,,,,
TASK,330,Integrate payment flow #330,,,2,on_hold,24,,,,,,,,
DEPENDENCY,331,Dependency_331,,,7,on_hold,24,,finish_to_start,,,,,,
TASK,332,Analyse payment flow #332,,,10,pending,24,,,,,,,,
TASK,333,Monitor DB schema #333,,,24,in_progress,24,,,,,,,,
TASK,334,Implement cache layer #334,,,12,pending,24,,,,,,,,
TASK,335,Implement logging system #335,,,29,pending,24,,,,,,,,
TASK,336,Integrate DB schema #336,,,10,on_hold,24,,,,,,,,
DEPENDENCY,337,Dependency_337,,,3,on_hold,25,,finish_to_finish,,,,,,
TASK,338,Document search index #338,,,28,on_hold,25,,,,,,,,
TASK,339,Analyse data export #339,,,28,in_progress,25,,,,,,,,
TASK,340,Refactor REST API #340,,,6,on_hold,25,,,,,,,,
TASK,341,Optimise CI/CD pipeline #341,,,27,pending,25,,,,,,,,
TASK,342,Deploy search index #342,,,22,on_hold,25,,,,,,,,
TASK,343,Monitor CI/CD pipeline #343,,,8,on_hold,25,,,,,,,,
TASK,344,Deploy CI/CD pipeline #344,,,30,pending,25,,,,,,,,
MILESTONE,345,Milestone_345,,,4,pending,25,True,,,,,,,
DEPENDENCY,346,Dependency_346,,,2,pending,25,,start_to_finish,,,,,,
TASK,347,Optimise email service #347,,,2,in_progress,25,,,,,,,,
TASK,348,Document search index #348,,,8,in_progress,25,,,,,,,,
TASK,349,Validate DB schema #349,,,5,completed,25,,,,,,,,
TASK,350,Audit user profile #350,,,19,completed,25,,,,,,,,
TASK,351,Validate data export #351,,,27,completed,26,,,,,,,,
TASK,352,Audit authentication module #352,,,22,in_progress,26,,,,,,,,
TASK,353,Deploy DB schema #353,,,18,in_progress,26,,,,,,,,
TASK,354,Document reporting module #354,,,16,pending,26,,,,,,,,
TASK,355,Analyse data export #355,,,13,completed,26,,,,,,,,
TASK,356,Document authentication module #356,,,10,on_hold,26,,,,,,,,
DEPENDENCY,357,Dependency_357,,,9,on_hold,26,,start_to_start,,,,,,
TASK,358,Deploy email service #358,,,23,in_progress,26,,,,,,,,
TASK,359,Audit DB schema #359,,,18,on_hold,26,,,,,,,,
TASK,360,Migrate reporting module #360,,,5,on_hold,26,,,,,,,,
TASK,361,Review notification service #361,,,21,pending,26,,,,,,,,
TASK,362,Monitor notification service #362,,,3,in_progress,26,,,,,,,,
MILESTONE,363,Milestone_363,,,4,pending,26,True,,,,,,,
DEPENDENCY,364,Dependency_364,,,10,in_progress,26,,start_to_finish,,,,,,
DEPENDENCY,365,Dependency_365,,,6,completed,27,,finish_to_start,,,,,,
DEPENDENCY,366,Dependency_366,,,4,pending,27,,start_to_finish,,,,,,
TASK,367,Optimise admin panel #367,,,23,in_progress,27,,,,,,,,
TASK,368,Review reporting module #368,,,11,completed,27,,,,,,,,
TASK,369,Migrate data export #369,,,12,completed,27,,,,,,,,
TASK,370,Migrate logging system #370,,,16,on_hold,27,,,,,,,,
MILESTONE,371,Milestone_371,,,4,completed,27,True,,,,,,,
TASK,372,Document DB schema #372,,,19,in_progress,27,,,,,,,,
TASK,373,Implement frontend layout #373,,,18,on_hold,27,,,,,,,,
TASK,374,Review notification service #374,,,8,on_hold,27,,,,,,,,
TASK,375,Review search index #375,,,18,completed,27,,,,,,,,
TASK,376,Monitor search index #376,,,24,on_hold,27,,,,,,,,
TASK,377,Optimise payment flow #377,,,12,in_progress,27,,,,,,,,
DEPENDENCY,378,Dependency_378,,,9,on_hold,27,,start_to_start,,,,,,
TASK,379,Migrate data export #379,,,2,pending,28,,,,,,,,
TASK,380,Design email service #380,,,22,pending,28,,,,,,,,
TASK,381,Document authentication module #381,,,27,in_progress,28,,,,,,,,
MILESTONE,382,Milestone_382,,,2,pending,28,True,,,,,,,
TASK,383,Refactor DB schema #383,,,20,on_hold,28,,,,,,,,
TASK,384,Implement DB schema #384,,,18,on_hold,28,,,,,,,,
MILESTONE,385,Milestone_385,,,5,completed,28,False,,,,,,,
MILESTONE,386,Milestone_386,,,4,in_progress,28,True,,,,,,,
TASK,387,Migrate authentication module #387,,,8,in_progress,28,,,,,,,,
TASK,388,Deploy email service #388,,,12,completed,28,,,,,,,,
TASK,389,Design notification service #389,,,13,on_hold,28,,,,,,,,
TASK,390,Optimise CI/CD pipeline #390,,,10,pending,28,,,,,,,,
TASK,391,Monitor data export #391,,,25,pending,28,,,,,,,,
MILESTONE,392,Milestone_392,,,4,on_hold,28,False,,,,,,,
MILESTONE,393,Milestone_393,,,1,in_progress,29,True,,,,,,,
TASK,394,Document data export #394,,,26,completed,29,,,,,,,,
TASK,395,Monitor REST API #395,,,29,pending,29,,,,,,,,
TASK,396,Audit email service #396,,,23,on_hold,29,,,,,,,,
TASK,397,Audit REST API #397,,,22,completed,29,,,,,,,,
TASK,398,Configure data export #398,,,2,in_progress,29,,,,,,,,
TASK,399,Refactor DB schema #399,,,7,in_progress,29,,,,,,,,
TASK,400,Optimise email service #400,,,13,pending,29,,,,,,,,
TASK,401,Configure CI/CD pipeline #401,,,19,on_hold,29,,,,,,,,
TASK,402,Migrate notification service #402,,,13,in_progress,29,,,,,,,,
TASK,403,Optimise user profile #403,,,3,completed,29,,,,,,,,
MILESTONE,404,Milestone_404,,,4,in_progress,29,True,,,,,,,
TASK,405,Validate admin panel #405,,,20,on_hold,29,,,,,,,,
TASK,406,Refactor DB schema #406,,,21,completed,29,,,,,,,,
TASK,407,Integrate search index #407,,,8,completed,30,,,,,,,,
TASK,408,Document cache layer #408,,,6,on_hold,30,,,,,,,,
MILESTONE,409,Milestone_409,,,5,completed,30,True,,,,,,,
TASK,410,Design frontend layout #410,,,5,on_hold,30,,,,,,,,
TASK,411,Analyse authentication module #411,,,24,on_hold,30,,,,,,,,
TASK,412,Design REST API #412,,,1,completed,30,,,,,,,,
TASK,413,Validate frontend layout #413,,,4,in_progress,30,,,,,,,,
MILESTONE,414,Milestone_414,,,4,on_hold,30,False,,,,,,,
MILESTONE,415,Milestone_415,,,1,completed,30,True,,,,,,,
TASK,416,Validate notification service #416,,,28,on_hold,30,,,,,,,,
MILESTONE,417,Milestone_417,,,4,on_hold,30,True,,,,,,,
TASK,418,Migrate logging system #418,,,8,in_progress,30,,,,,,,,
TASK,419,Test authentication module #419,,,9,completed,30,,,,,,,,
TASK,420,Test REST API #420,,,6,on_hold,30,,,,,,,,
TASK,421,Deploy search index #421,,,26,pending,31,,,,,,,,
TASK,422,Review user profile #422,,,21,on_hold,31,,,,,,,,
TASK,423,Review search index #423,,,4,in_progress,31,,,,,,,,
TASK,424,Document notification service #424,,,27,on_hold,31,,,,,,,,
TASK,425,Refactor search index #425,,,11,on_hold,31,,,,,,,,
TASK,426,Monitor data export #426,,,20,in_progress,31,,,,,,,,
TASK,427,Configure user profile #427,,,7,on_hold,31,,,,,,,,
TASK,428,Document notification service #428,,,10,on_hold,31,,,,,,,,
TASK,429,Validate CI/CD pipeline #429,,,11,on_hold,31,,,,,,,,
TASK,430,Validate cache layer #430,,,12,pending,31,,,,,,,,
TASK,431,Review admin panel #431,,,18,in_progress,31,,,,,,,,
TASK,432,Migrate DB schema #432,,,24,on_hold,31,,,,,,,,
TASK,433,Review search index #433,,,26,completed,31,,,,,,,,
TASK,434,Design email service #434,,,28,on_hold,31,,,,,,,,
TASK,435,Test data export #435,,,10,in_progress,32,,,,,,,,
TASK,436,Test user profile #436,,,14,on_hold,32,,,,,,,,
MILESTONE,437,Milestone_437,,,5,on_hold,32,False,,,,,,,
TASK,438,Audit logging system #438,,,28,on_hold,32,,,,,,,,
TASK,439,Validate notification service #439,,,23,pending,32,,,,,,,,
MILESTONE,440,Milestone_440,,,2,completed,32,True,,,,,,,
